pay_type,paperless_billing,payment_method,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target,type_serves,lifetime,renewals_count,months_until_payment,monthly_diff_percent,num_options
Two year,Yes,Mailed check,111.1,6554.9,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0,combo_optic,1798,2,13,0.0,6
One year,No,Mailed check,24.7,1580.8,No,No,No,No,No,No,Female,0,No,No,Yes,0,phone,1949,5,8,0.0,1
Month-to-month,Yes,Electronic check,85.3,341.2,No,No,No,No,No,Yes,Male,0,No,No,Yes,0,combo_optic,123,4,0,0.0,2
One year,No,Bank transfer (automatic),25.6,563.2,No,No,No,No,No,No,Female,1,Yes,No,Yes,0,phone,671,1,2,0.0,1
One year,No,Bank transfer (automatic),64.95,5001.15,Yes,Yes,No,Yes,No,No,Male,0,No,Yes,Yes,0,combo_dsl,2132,5,2,9.99,4
One year,No,Mailed check,94.35,4138.19,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,0,combo_optic,1310,3,5,2.0,3
Month-to-month,Yes,Mailed check,50.6,354.2,No,No,No,No,No,No,Female,0,No,No,Yes,0,combo_dsl,215,7,0,0.0,1
Month-to-month,Yes,Electronic check,86.6,285.78,No,No,No,No,No,Yes,Male,0,No,No,Yes,0,combo_optic,92,3,0,10.0,2
Two year,Yes,Credit card (automatic),115.75,8334.0,Yes,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,Yes,Yes,0,combo_optic,2191,3,0,0.0,7
Two year,No,Credit card (automatic),25.3,500.94,No,No,No,No,No,No,Female,0,No,Yes,Yes,0,phone,549,0,6,10.0,1
One year,No,Electronic check,74.05,1743.14,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,1,combo_dsl,669,1,2,7.0,5
Month-to-month,Yes,Electronic check,95.6,3537.2,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,1,combo_optic,1126,37,0,0.0,3
One year,No,Mailed check,20.3,43.85,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,62,0,10,7.98,0
Two year,Yes,Bank transfer (automatic),25.4,304.8,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0,phone,365,0,0,0.0,1
Month-to-month,Yes,Electronic check,49.1,785.6,No,No,No,No,No,No,Female,0,No,No,Yes,0,combo_dsl,488,16,0,0.0,1
Month-to-month,Yes,Credit card (automatic),73.6,220.8,No,No,Yes,No,No,No,Male,0,No,No,No,0,combo_optic,92,3,0,0.0,1
Two year,No,Credit card (automatic),64.05,3804.57,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,1,combo_dsl,1645,2,18,10.01,4
Month-to-month,No,Electronic check,20.7,21.11,No,No,No,No,No,No,Female,0,No,No,No,0,phone,31,1,0,1.98,0
Month-to-month,Yes,Electronic check,94.25,2827.5,No,Yes,Yes,No,No,Yes,Female,1,Yes,No,Yes,1,combo_optic,911,30,0,0.0,4
Month-to-month,Yes,Electronic check,90.75,571.73,No,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,0,combo_optic,184,6,0,5.0,3
Month-to-month,Yes,Electronic check,84.2,3334.32,No,Yes,Yes,No,No,No,Male,1,Yes,Yes,Yes,1,combo_optic,1096,36,0,10.0,3
Month-to-month,Yes,Electronic check,66.05,1717.3,No,No,No,Yes,No,Yes,Female,1,No,No,Yes,0,combo_dsl,792,26,0,0.0,3
Month-to-month,Yes,Credit card (automatic),59.75,2539.97,Yes,Yes,No,No,No,No,Female,0,No,No,Yes,1,combo_dsl,1188,39,0,9.0,3
Month-to-month,Yes,Electronic check,104.65,2720.9,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1,combo_optic,791,26,0,0.0,5
Two year,Yes,Bank transfer (automatic),60.05,2582.15,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,No,1,internet_dsl,1310,1,5,0.0,5
Two year,Yes,Mailed check,24.8,1388.8,No,No,No,No,No,No,Male,0,No,Yes,Yes,0,phone,1706,2,16,0.0,1
One year,Yes,Mailed check,53.95,2427.75,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,0,internet_dsl,1371,3,3,0.0,4
One year,Yes,Electronic check,78.9,3930.8,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,0,combo_optic,1432,3,1,5.99,2
Two year,Yes,Credit card (automatic),116.75,8910.36,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0,combo_optic,2191,3,0,6.0,7
Month-to-month,Yes,Electronic check,69.8,1256.4,No,No,No,No,No,No,Female,0,No,No,No,0,combo_optic,549,18,0,0.0,0
Two year,Yes,Bank transfer (automatic),75.2,4218.72,No,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0,combo_dsl,1553,2,21,10.0,4
Two year,No,Credit card (automatic),79.4,3811.2,Yes,Yes,Yes,Yes,Yes,No,Male,1,Yes,Yes,Yes,1,combo_dsl,1461,2,0,0.0,6
Month-to-month,Yes,Electronic check,99.8,4820.34,No,Yes,Yes,No,Yes,Yes,Female,0,No,Yes,No,0,combo_optic,1401,46,0,5.0,4
One year,Yes,Mailed check,20.15,186.79,No,No,No,No,No,No,Male,0,No,No,No,0,phone,276,0,3,2.98,0
One year,Yes,Bank transfer (automatic),104.7,2240.58,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,1,combo_optic,610,1,4,7.0,5
Month-to-month,Yes,Electronic check,100.05,4412.2,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1,combo_optic,1277,42,0,5.0,4
Month-to-month,Yes,Electronic check,78.95,1149.51,Yes,No,No,No,No,No,Female,0,No,No,Yes,0,combo_optic,427,14,0,4.0,2
Two year,Yes,Bank transfer (automatic),95.9,6973.85,Yes,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes,0,combo_optic,2191,3,0,1.0,4
Month-to-month,Yes,Electronic check,74.4,446.4,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0,combo_dsl,184,6,0,0.0,4
Month-to-month,No,Bank transfer (automatic),79.7,398.5,No,Yes,Yes,No,No,No,Female,0,Yes,No,No,0,combo_optic,153,5,0,0.0,2
Month-to-month,Yes,Electronic check,71.65,149.03,No,No,No,No,No,No,Male,1,No,No,No,0,combo_optic,62,2,0,4.01,0
Month-to-month,Yes,Bank transfer (automatic),40.15,1770.62,Yes,No,No,No,Yes,No,Male,0,Yes,No,No,0,internet_dsl,1279,42,0,5.01,2
Two year,Yes,Bank transfer (automatic),81.95,5654.55,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0,combo_dsl,2102,2,3,0.0,6
Month-to-month,Yes,Electronic check,55.0,770.0,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0,internet_dsl,427,14,0,0.0,4
One year,Yes,Bank transfer (automatic),90.55,6275.12,No,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,0,combo_optic,2010,5,6,5.0,4
Month-to-month,Yes,Electronic check,74.3,600.34,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,1,combo_optic,245,8,0,1.0,1
Month-to-month,Yes,Electronic check,46.35,694.32,No,No,No,No,Yes,Yes,Female,1,No,No,No,0,internet_dsl,427,14,0,6.99,2
Month-to-month,Yes,Electronic check,29.65,207.55,No,No,Yes,No,No,No,Male,0,No,No,No,0,internet_dsl,215,7,0,0.0,1
One year,Yes,Electronic check,106.0,1848.64,No,No,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,1,combo_optic,486,1,8,9.0,5
One year,Yes,Credit card (automatic),79.5,1272.0,No,No,No,Yes,No,No,Female,0,No,Yes,Yes,0,combo_optic,488,1,8,0.0,2
Month-to-month,No,Mailed check,54.15,108.3,No,Yes,No,No,No,No,Female,0,No,No,Yes,0,combo_dsl,62,2,0,0.0,2
Month-to-month,No,Credit card (automatic),74.65,2015.55,No,Yes,Yes,Yes,No,Yes,Female,1,No,No,Yes,1,combo_dsl,823,27,0,0.0,5
Two year,No,Electronic check,100.45,7131.95,Yes,No,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,2163,2,1,0.0,5
Month-to-month,No,Mailed check,44.75,143.65,No,No,No,No,No,No,Female,0,No,No,No,0,combo_dsl,92,3,0,6.99,0
Two year,Yes,Credit card (automatic),84.4,6259.1,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0,combo_dsl,2191,3,0,3.0,6
Month-to-month,Yes,Bank transfer (automatic),69.5,1879.28,Yes,Yes,No,No,Yes,No,Female,0,No,No,Yes,0,combo_dsl,792,26,0,4.0,4
Month-to-month,No,Electronic check,30.2,96.04,No,Yes,No,No,No,No,Male,0,Yes,Yes,No,0,internet_dsl,92,3,0,5.99,1
One year,No,Electronic check,53.75,2878.85,Yes,No,Yes,No,No,No,Male,0,No,No,No,0,combo_dsl,1584,4,8,3.0,2
Two year,No,Bank transfer (automatic),113.4,8164.8,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0,combo_optic,2191,3,0,0.0,7
Two year,Yes,Credit card (automatic),92.9,3344.4,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0,combo_dsl,1095,1,0,0.0,7
Month-to-month,No,Electronic check,45.55,2179.11,Yes,Yes,No,No,Yes,No,Female,0,Yes,No,No,0,internet_dsl,1401,46,0,4.0,3
One year,No,Credit card (automatic),47.85,1387.65,No,No,No,Yes,No,No,Male,0,No,Yes,No,1,combo_dsl,882,2,7,0.0,1
Month-to-month,No,Electronic check,30.5,122.0,No,No,No,Yes,No,No,Male,0,No,No,No,0,internet_dsl,123,4,0,0.0,1
Month-to-month,No,Mailed check,75.0,306.0,No,No,No,No,No,No,Male,0,No,No,Yes,0,combo_optic,123,4,0,2.0,1
Month-to-month,Yes,Bank transfer (automatic),105.45,5905.2,No,Yes,No,Yes,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,1706,56,0,0.0,5
Month-to-month,No,Electronic check,59.4,1070.39,No,No,No,Yes,Yes,No,Female,1,No,No,No,0,combo_dsl,518,17,0,5.99,2
One year,Yes,Bank transfer (automatic),90.65,3988.6,No,No,No,No,Yes,Yes,Male,0,Yes,No,No,0,combo_optic,1340,3,4,0.0,2
One year,Yes,Electronic check,58.75,1874.13,Yes,Yes,No,Yes,No,No,Male,0,No,No,No,0,combo_dsl,883,2,7,10.01,3
Month-to-month,Yes,Mailed check,20.65,646.76,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,883,29,0,7.99,0
Month-to-month,Yes,Bank transfer (automatic),74.4,851.14,No,No,No,No,No,No,Female,1,No,No,Yes,1,combo_optic,334,11,0,4.01,1
Month-to-month,No,Electronic check,74.0,74.0,No,No,No,Yes,No,No,Male,0,No,No,No,0,combo_optic,31,1,0,0.0,1
One year,No,Bank transfer (automatic),69.05,2022.47,Yes,No,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,0,combo_dsl,883,2,7,1.0,4
Two year,No,Credit card (automatic),88.0,5984.0,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0,combo_dsl,2071,2,4,0.0,7
Month-to-month,Yes,Electronic check,75.55,2568.7,No,No,No,No,No,No,Male,1,Yes,No,Yes,0,combo_optic,1036,34,0,0.0,1
Month-to-month,No,Mailed check,51.25,53.3,Yes,No,No,No,No,No,Male,0,No,No,No,0,combo_dsl,31,1,0,4.0,1
Month-to-month,Yes,Electronic check,76.25,2992.05,No,No,No,No,No,No,Female,1,No,No,Yes,1,combo_optic,1095,36,0,9.0,1
Month-to-month,Yes,Mailed check,74.4,613.06,No,No,No,No,No,No,Male,1,Yes,No,Yes,0,combo_optic,245,8,0,3.0,1
Two year,No,Mailed check,20.45,1042.95,No,No,No,No,No,No,Male,0,No,No,No,0,phone,1553,2,21,0.0,0
Month-to-month,Yes,Credit card (automatic),83.8,4444.75,No,No,Yes,No,No,Yes,Male,0,No,No,No,0,combo_optic,1584,52,0,2.0,2
Month-to-month,Yes,Electronic check,44.8,44.8,No,No,No,No,No,No,Male,0,No,No,No,0,combo_dsl,31,1,0,0.0,0
Month-to-month,Yes,Mailed check,43.55,914.55,Yes,No,No,Yes,Yes,No,Male,0,No,No,No,0,internet_dsl,641,21,0,0.0,3
Two year,Yes,Electronic check,110.2,2093.8,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,1,combo_optic,579,0,5,0.0,6
One year,No,Credit card (automatic),87.3,6023.7,Yes,Yes,No,No,No,Yes,Female,1,Yes,No,No,0,combo_optic,2102,5,3,0.0,3
Month-to-month,Yes,Electronic check,94.2,1601.4,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,1,combo_optic,518,17,0,0.0,3
Month-to-month,Yes,Electronic check,100.0,3300.0,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,1006,33,0,0.0,4
Month-to-month,Yes,Mailed check,44.9,47.15,No,No,No,No,No,No,Male,0,No,No,No,0,combo_dsl,31,1,0,5.01,0
Two year,No,Mailed check,19.85,1171.15,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1798,2,13,0.0,0
Month-to-month,No,Mailed check,24.85,51.69,No,No,No,No,No,No,Male,0,No,No,Yes,0,phone,62,2,0,3.98,1
Month-to-month,Yes,Credit card (automatic),82.85,331.4,No,No,Yes,No,No,Yes,Female,0,No,No,No,0,combo_optic,123,4,0,0.0,2
Month-to-month,Yes,Electronic check,91.15,3007.95,No,Yes,No,No,No,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,1006,33,0,0.0,3
One year,Yes,Bank transfer (automatic),103.3,6490.34,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,1857,5,11,3.0,5
One year,Yes,Mailed check,19.55,821.1,No,No,No,No,No,No,Male,0,No,No,No,0,phone,1279,3,6,0.0,0
Month-to-month,Yes,Electronic check,31.05,456.44,No,Yes,No,No,No,No,Female,0,No,No,No,0,internet_dsl,427,14,0,4.99,1
Month-to-month,No,Electronic check,44.0,47.08,No,No,No,No,No,No,Male,1,No,No,No,0,combo_dsl,31,1,0,7.0,0
Month-to-month,No,Mailed check,40.0,288.4,Yes,No,Yes,Yes,No,No,Male,0,No,No,No,0,internet_dsl,215,7,0,3.0,3
Two year,No,Credit card (automatic),77.55,5506.05,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,0,combo_dsl,2163,2,1,0.0,4
Month-to-month,Yes,Mailed check,69.05,1976.21,No,No,No,No,No,No,Male,0,No,No,No,0,combo_optic,822,27,0,6.0,0
Two year,No,Mailed check,20.75,705.5,No,No,No,No,No,No,Male,0,Yes,Yes,No,1,phone,1035,1,14,0.0,0
Two year,No,Credit card (automatic),35.8,1324.6,No,No,No,No,Yes,No,Male,0,No,No,No,0,internet_dsl,1126,1,11,0.0,1
Month-to-month,Yes,Electronic check,74.25,3166.02,No,No,No,Yes,No,No,Male,0,No,No,No,0,combo_optic,1248,41,0,4.0,1
Month-to-month,No,Bank transfer (automatic),81.9,2129.4,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0,combo_dsl,792,26,0,0.0,5
Month-to-month,No,Electronic check,85.95,902.48,No,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,306,10,0,5.0,2
Month-to-month,No,Bank transfer (automatic),59.7,1850.7,No,No,No,No,No,Yes,Male,0,Yes,Yes,Yes,0,combo_dsl,945,31,0,0.0,2
Month-to-month,Yes,Credit card (automatic),54.95,593.46,Yes,No,No,Yes,No,No,Male,0,Yes,No,No,0,combo_dsl,306,10,0,8.01,2
Month-to-month,No,Credit card (automatic),50.2,702.8,No,No,Yes,No,No,No,Male,0,Yes,No,No,0,combo_dsl,427,14,0,0.0,1
Month-to-month,No,Mailed check,20.4,194.62,No,No,No,No,No,No,Male,0,No,Yes,No,0,phone,276,9,0,5.98,0
Two year,No,Bank transfer (automatic),24.3,1749.6,No,No,No,No,No,No,Female,1,Yes,No,Yes,0,phone,2191,3,0,0.0,1
One year,Yes,Mailed check,67.7,2900.27,Yes,Yes,No,Yes,No,Yes,Female,0,No,No,No,0,combo_dsl,1279,3,6,1.99,4
Month-to-month,No,Mailed check,20.35,44.36,No,No,No,No,No,No,Female,0,Yes,No,No,0,phone,62,2,0,8.99,0
Month-to-month,Yes,Electronic check,89.5,2673.37,No,Yes,No,No,Yes,No,Male,1,No,No,Yes,0,combo_optic,883,29,0,3.01,3
Month-to-month,Yes,Electronic check,84.0,441.0,No,No,No,No,Yes,No,Female,0,No,No,Yes,0,combo_optic,153,5,0,5.0,2
Month-to-month,Yes,Electronic check,78.95,255.8,No,No,No,No,Yes,No,Male,0,No,No,No,0,combo_optic,92,3,0,8.01,1
Month-to-month,Yes,Mailed check,43.25,320.92,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,No,0,internet_dsl,215,7,0,6.01,4
Month-to-month,No,Bank transfer (automatic),35.05,1709.04,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,0,internet_dsl,1401,46,0,5.99,2
One year,Yes,Credit card (automatic),41.1,2342.7,Yes,No,Yes,Yes,No,No,Female,0,No,No,No,0,internet_dsl,1737,4,3,0.0,3
One year,No,Bank transfer (automatic),20.5,430.5,No,No,No,No,No,No,Male,1,No,No,No,0,phone,641,1,3,0.0,0
Month-to-month,No,Mailed check,25.25,101.0,No,No,No,No,No,No,Male,0,No,No,Yes,0,phone,123,4,0,0.0,1
Two year,No,Bank transfer (automatic),19.35,1257.75,No,No,No,No,No,No,Female,0,Yes,No,No,0,phone,1979,2,7,0.0,0
One year,No,Mailed check,19.9,378.1,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,580,1,5,0.0,0
Month-to-month,No,Mailed check,20.05,20.05,No,No,No,No,No,No,Male,0,No,No,No,0,phone,31,1,0,0.0,0
Month-to-month,Yes,Bank transfer (automatic),93.8,1491.42,Yes,No,Yes,No,Yes,No,Male,1,Yes,No,Yes,1,combo_optic,458,15,0,6.0,4
Two year,No,Credit card (automatic),24.8,1839.17,No,No,No,No,No,No,Male,0,Yes,No,Yes,0,phone,2191,3,0,2.98,1
Two year,No,Bank transfer (automatic),19.8,1427.58,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,2132,2,2,2.98,0
Month-to-month,No,Credit card (automatic),89.9,2517.2,No,Yes,Yes,No,No,Yes,Female,0,Yes,No,No,0,combo_optic,853,28,0,0.0,3
One year,Yes,Electronic check,92.0,6858.6,Yes,Yes,Yes,Yes,No,No,Male,1,Yes,No,Yes,0,combo_optic,2163,5,1,5.0,5
One year,No,Mailed check,20.1,103.52,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,153,0,7,2.99,0
Month-to-month,Yes,Electronic check,79.0,553.0,No,No,No,No,Yes,No,Female,0,No,No,No,0,combo_optic,215,7,0,0.0,1
Month-to-month,Yes,Bank transfer (automatic),95.35,6579.15,No,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes,0,combo_optic,2102,69,0,0.0,4
Two year,No,Bank transfer (automatic),19.5,1200.42,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,1737,2,15,8.0,0
Month-to-month,No,Electronic check,44.95,404.55,No,Yes,No,Yes,No,Yes,Female,0,No,No,No,1,internet_dsl,273,9,0,0.0,3
Month-to-month,Yes,Credit card (automatic),49.8,51.29,Yes,No,No,No,No,No,Male,0,No,No,No,0,combo_dsl,31,1,0,2.99,1
One year,No,Electronic check,69.2,4913.2,Yes,Yes,No,No,Yes,No,Female,1,Yes,Yes,Yes,0,combo_dsl,2163,5,1,0.0,4
Month-to-month,No,Electronic check,100.55,301.65,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,No,1,combo_optic,90,3,0,0.0,4
One year,Yes,Mailed check,20.55,577.04,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,822,2,9,3.99,0
Two year,Yes,Credit card (automatic),79.1,2373.0,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,1,combo_dsl,915,1,18,0.0,5
One year,Yes,Credit card (automatic),99.65,6277.95,Yes,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,1918,5,9,0.0,4
Month-to-month,Yes,Mailed check,64.7,1294.0,No,No,No,No,Yes,Yes,Female,0,No,Yes,No,0,combo_dsl,610,20,0,0.0,2
Month-to-month,Yes,Bank transfer (automatic),44.2,578.14,No,No,No,No,No,No,Female,0,No,No,No,0,combo_dsl,365,12,0,9.0,0
Month-to-month,No,Electronic check,74.3,78.76,No,No,No,No,No,No,Male,1,Yes,No,Yes,0,combo_optic,31,1,0,6.0,1
Month-to-month,Yes,Electronic check,90.6,195.7,No,Yes,No,No,Yes,No,Female,1,Yes,No,Yes,0,combo_optic,62,2,0,8.0,3
Two year,Yes,Credit card (automatic),105.85,5938.19,No,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,No,1,combo_optic,1673,2,17,2.0,5
One year,Yes,Mailed check,64.3,3343.6,Yes,No,Yes,No,Yes,No,Female,0,Yes,No,No,0,combo_dsl,1584,4,8,0.0,3
Month-to-month,Yes,Electronic check,74.85,680.39,Yes,No,No,No,No,No,Female,0,No,No,No,0,combo_optic,276,9,0,1.0,1
Month-to-month,Yes,Electronic check,39.65,118.95,No,No,Yes,No,No,Yes,Male,1,No,No,No,0,internet_dsl,92,3,0,0.0,2
One year,No,Mailed check,19.8,415.8,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,641,1,3,0.0,0
Two year,No,Credit card (automatic),24.65,1677.19,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0,phone,1918,2,9,7.99,1
Month-to-month,Yes,Electronic check,90.1,891.99,No,Yes,No,No,Yes,No,Female,0,No,No,Yes,0,combo_optic,276,9,0,10.0,3
Month-to-month,Yes,Credit card (automatic),19.2,480.0,No,No,No,No,No,No,Female,0,No,No,No,0,phone,761,25,0,0.0,0
Two year,Yes,Mailed check,47.4,237.0,Yes,Yes,Yes,Yes,No,No,Female,0,No,No,No,1,internet_dsl,153,0,19,0.0,4
Month-to-month,Yes,Mailed check,90.4,4017.38,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,0,combo_optic,1340,44,0,1.0,3
One year,No,Mailed check,79.0,4740.0,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0,combo_dsl,1826,5,0,0.0,5
Month-to-month,Yes,Bank transfer (automatic),99.85,1797.3,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,1,combo_optic,548,18,0,0.0,4
Month-to-month,Yes,Electronic check,99.8,6227.52,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,1826,60,0,4.0,4
Month-to-month,No,Credit card (automatic),23.15,291.69,No,No,No,No,No,No,Male,0,No,No,Yes,0,phone,365,12,0,5.01,1
One year,Yes,Bank transfer (automatic),61.35,1920.87,No,No,Yes,No,No,Yes,Male,0,No,No,No,1,combo_dsl,945,2,5,0.99,2
Month-to-month,Yes,Bank transfer (automatic),49.05,635.69,No,Yes,No,No,No,No,Male,0,No,No,No,0,combo_dsl,365,12,0,7.99,1
Two year,No,Mailed check,65.5,524.0,Yes,No,No,Yes,No,Yes,Female,0,Yes,No,No,0,combo_dsl,245,0,16,0.0,3
Month-to-month,Yes,Mailed check,29.75,833.0,No,No,Yes,No,No,No,Female,0,No,No,No,0,internet_dsl,853,28,0,0.0,1
Month-to-month,Yes,Electronic check,84.05,1008.6,No,No,No,No,Yes,No,Female,0,No,Yes,Yes,0,combo_optic,365,12,0,0.0,2
Month-to-month,Yes,Electronic check,107.5,3225.0,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,914,30,0,0.0,6
Month-to-month,Yes,Mailed check,83.8,1255.32,No,Yes,Yes,Yes,No,No,Male,1,No,No,No,0,combo_optic,427,14,0,7.0,3
Month-to-month,No,Mailed check,49.2,98.4,No,Yes,No,No,No,No,Female,0,No,No,No,0,combo_dsl,62,2,0,0.0,1
Month-to-month,No,Mailed check,55.15,275.75,No,No,No,No,Yes,No,Male,0,No,No,No,0,combo_dsl,153,5,0,0.0,1
Month-to-month,Yes,Electronic check,40.35,443.85,No,Yes,No,No,No,Yes,Female,0,No,No,No,1,internet_dsl,334,11,0,0.0,2
Two year,Yes,Credit card (automatic),25.65,1495.39,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0,phone,1676,2,17,6.0,1
Month-to-month,Yes,Electronic check,81.25,828.75,No,No,Yes,No,No,No,Male,1,No,No,Yes,0,combo_optic,306,10,0,2.01,2
Two year,Yes,Electronic check,103.4,3205.4,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1,combo_optic,943,1,17,0.0,5
Two year,Yes,Bank transfer (automatic),100.55,5027.5,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,No,Yes,1,combo_optic,1520,2,22,0.0,5
One year,No,Electronic check,86.45,2645.37,No,No,Yes,No,No,Yes,Female,0,Yes,Yes,No,0,combo_optic,914,2,6,2.0,2
Month-to-month,Yes,Bank transfer (automatic),25.4,635.0,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0,phone,761,25,0,0.0,1
Month-to-month,Yes,Electronic check,75.1,379.25,No,No,No,No,No,No,Female,0,No,No,Yes,0,combo_optic,153,5,0,1.0,1
Month-to-month,Yes,Electronic check,104.45,5092.98,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,0,combo_optic,1401,46,0,6.0,5
Month-to-month,Yes,Credit card (automatic),99.55,1704.3,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,1,combo_optic,485,16,0,7.0,4
Month-to-month,Yes,Electronic check,80.45,2618.65,No,Yes,No,No,No,No,Male,0,No,No,Yes,0,combo_optic,945,31,0,5.0,2
Two year,Yes,Bank transfer (automatic),54.1,1460.7,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,1,internet_dsl,823,1,21,0.0,4
Two year,Yes,Credit card (automatic),109.1,4800.4,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,1,combo_optic,1340,1,4,0.0,6
One year,Yes,Bank transfer (automatic),58.4,4496.8,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0,internet_dsl,2132,5,2,10.0,5
Month-to-month,Yes,Mailed check,80.05,172.91,No,No,No,No,Yes,No,Female,0,Yes,Yes,No,0,combo_optic,62,2,0,8.01,1
One year,Yes,Credit card (automatic),83.45,4085.71,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0,combo_dsl,1461,4,0,2.0,6
Two year,Yes,Credit card (automatic),110.65,8365.14,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,2191,3,0,5.0,6
Month-to-month,Yes,Mailed check,56.15,400.91,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,0,combo_dsl,215,7,0,1.99,2
Month-to-month,Yes,Electronic check,70.7,212.1,No,No,No,No,No,No,Female,0,Yes,No,No,0,combo_optic,92,3,0,0.0,0
Month-to-month,No,Electronic check,84.95,1019.4,Yes,No,No,No,Yes,No,Female,0,No,No,No,0,combo_optic,365,12,0,0.0,2
Two year,Yes,Mailed check,20.6,1349.71,No,No,No,No,No,No,Female,0,No,No,No,0,phone,1918,2,9,3.98,0
Month-to-month,Yes,Bank transfer (automatic),100.5,2542.65,Yes,Yes,No,Yes,Yes,No,Female,1,Yes,No,Yes,1,combo_optic,699,23,0,10.0,5
